,Prompt,Answer
5641,"Your current position: (3,3), you have to reach (0,3).",up
5642,"Your current position: (2,3), you have to reach (0,3).",up
5643,"Your current position: (1,3), you have to reach (0,3).",up
5644,"Your current position: (0,3), you have to reach (1,3).",down
5645,"Your current position: (1,3), you have to reach (3,1).",left
5646,"Your current position: (1,2), you have to reach (3,1).",down
5647,"Your current position: (2,2), you have to reach (3,1).",left
5648,"Your current position: (2,1), you have to reach (3,1).",down
5649,"Your current position: (3,2), you have to reach (1,1).",up
5650,"Your current position: (2,2), you have to reach (1,1).",left
5651,"Your current position: (2,1), you have to reach (1,1).",up
5652,"Your current position: (0,1), you have to reach (3,0).",down
5653,"Your current position: (1,1), you have to reach (3,0).",down
5654,"Your current position: (2,1), you have to reach (3,0).",left
5655,"Your current position: (2,0), you have to reach (3,0).",down
5656,"Your current position: (3,1), you have to reach (3,3).",right
5657,"Your current position: (3,2), you have to reach (3,3).",right
5658,"Your current position: (1,3), you have to reach (2,0).",left
5659,"Your current position: (1,2), you have to reach (2,0).",left
5660,"Your current position: (1,1), you have to reach (2,0).",left
5661,"Your current position: (1,0), you have to reach (2,0).",down
5662,"Your current position: (1,0), you have to reach (0,2).",right
5663,"Your current position: (1,1), you have to reach (0,2).",right
5664,"Your current position: (1,2), you have to reach (0,2).",up
5665,"Your current position: (3,3), you have to reach (2,0).",left
5666,"Your current position: (3,2), you have to reach (2,0).",left
5667,"Your current position: (3,1), you have to reach (2,0).",left
5668,"Your current position: (3,0), you have to reach (2,0).",up
5669,"Your current position: (1,2), you have to reach (3,3).",down
5670,"Your current position: (2,2), you have to reach (3,3).",right
5671,"Your current position: (2,3), you have to reach (3,3).",down
5672,"Your current position: (1,1), you have to reach (1,0).",left
5673,"Your current position: (0,1), you have to reach (2,1).",down
5674,"Your current position: (1,1), you have to reach (2,1).",down
5675,"Your current position: (2,1), you have to reach (3,0).",left
5676,"Your current position: (2,0), you have to reach (3,0).",down
5677,"Your current position: (3,3), you have to reach (0,2).",up
5678,"Your current position: (2,3), you have to reach (0,2).",up
5679,"Your current position: (1,3), you have to reach (0,2).",left
5680,"Your current position: (1,2), you have to reach (0,2).",up
5681,"Your current position: (1,2), you have to reach (1,0).",left
5682,"Your current position: (1,1), you have to reach (1,0).",left
5683,"Your current position: (1,1), you have to reach (2,2).",right
5684,"Your current position: (1,2), you have to reach (2,2).",down
5685,"Your current position: (3,1), you have to reach (1,3).",right
5686,"Your current position: (3,2), you have to reach (1,3).",up
5687,"Your current position: (2,2), you have to reach (1,3).",right
5688,"Your current position: (2,3), you have to reach (1,3).",up
5689,"Your current position: (0,2), you have to reach (0,3).",right
5690,"Your current position: (3,2), you have to reach (1,0).",left
5691,"Your current position: (3,1), you have to reach (1,0).",up
5692,"Your current position: (2,1), you have to reach (1,0).",left
5693,"Your current position: (2,0), you have to reach (1,0).",up
5694,"Your current position: (1,3), you have to reach (3,1).",left
5695,"Your current position: (1,2), you have to reach (3,1).",down
5696,"Your current position: (2,2), you have to reach (3,1).",left
5697,"Your current position: (2,1), you have to reach (3,1).",down
5698,"Your current position: (0,0), you have to reach (1,3).",right
5699,"Your current position: (0,1), you have to reach (1,3).",right
5700,"Your current position: (0,2), you have to reach (1,3).",right
5701,"Your current position: (0,3), you have to reach (1,3).",down
5702,"Your current position: (0,1), you have to reach (0,2).",right
5703,"Your current position: (2,2), you have to reach (1,3).",right
5704,"Your current position: (2,3), you have to reach (1,3).",up
5705,"Your current position: (1,3), you have to reach (0,0).",left
5706,"Your current position: (1,2), you have to reach (0,0).",left
5707,"Your current position: (1,1), you have to reach (0,0).",left
5708,"Your current position: (1,0), you have to reach (0,0).",up
5709,"Your current position: (3,3), you have to reach (2,0).",left
5710,"Your current position: (3,2), you have to reach (2,0).",left
5711,"Your current position: (3,1), you have to reach (2,0).",left
5712,"Your current position: (3,0), you have to reach (2,0).",up
5713,"Your current position: (0,1), you have to reach (1,2).",right
5714,"Your current position: (0,2), you have to reach (1,2).",down
5715,"Your current position: (2,1), you have to reach (3,3).",right
5716,"Your current position: (2,2), you have to reach (3,3).",right
5717,"Your current position: (2,3), you have to reach (3,3).",down
5718,"Your current position: (1,2), you have to reach (1,1).",left
5719,"Your current position: (0,1), you have to reach (1,3).",right
5720,"Your current position: (0,2), you have to reach (1,3).",right
5721,"Your current position: (0,3), you have to reach (1,3).",down
5722,"Your current position: (0,3), you have to reach (0,2).",left
5723,"Your current position: (3,2), you have to reach (0,2).",up
5724,"Your current position: (2,2), you have to reach (0,2).",up
5725,"Your current position: (1,2), you have to reach (0,2).",up
5726,"Your current position: (1,0), you have to reach (1,3).",right
5727,"Your current position: (1,1), you have to reach (1,3).",right
5728,"Your current position: (1,2), you have to reach (1,3).",right
5729,"Your current position: (2,3), you have to reach (3,2).",left
5730,"Your current position: (2,2), you have to reach (3,2).",down
5731,"Your current position: (1,3), you have to reach (2,0).",left
5732,"Your current position: (1,2), you have to reach (2,0).",left
5733,"Your current position: (1,1), you have to reach (2,0).",left
5734,"Your current position: (1,0), you have to reach (2,0).",down
5735,"Your current position: (0,2), you have to reach (0,1).",left
5736,"Your current position: (0,2), you have to reach (0,0).",left
5737,"Your current position: (0,1), you have to reach (0,0).",left
5738,"Your current position: (1,1), you have to reach (3,3).",right
5739,"Your current position: (1,2), you have to reach (3,3).",down
5740,"Your current position: (2,2), you have to reach (3,3).",right
5741,"Your current position: (2,3), you have to reach (3,3).",down
5742,"Your current position: (1,0), you have to reach (2,2).",right
5743,"Your current position: (1,1), you have to reach (2,2).",right
5744,"Your current position: (1,2), you have to reach (2,2).",down
5745,"Your current position: (0,2), you have to reach (2,3).",down
5746,"Your current position: (1,2), you have to reach (2,3).",right
5747,"Your current position: (1,3), you have to reach (2,3).",down
5748,"Your current position: (2,2), you have to reach (0,3).",up
5749,"Your current position: (1,2), you have to reach (0,3).",right
5750,"Your current position: (1,3), you have to reach (0,3).",up
5751,"Your current position: (2,0), you have to reach (2,2).",right
5752,"Your current position: (2,1), you have to reach (2,2).",right
5753,"Your current position: (2,0), you have to reach (3,1).",right
5754,"Your current position: (2,1), you have to reach (3,1).",down
5755,"Your current position: (1,2), you have to reach (1,0).",left
5756,"Your current position: (1,1), you have to reach (1,0).",left
5757,"Your current position: (3,1), you have to reach (1,2).",up
5758,"Your current position: (2,1), you have to reach (1,2).",right
5759,"Your current position: (2,2), you have to reach (1,2).",up
5760,"Your current position: (1,3), you have to reach (0,1).",left
5761,"Your current position: (1,2), you have to reach (0,1).",left
5762,"Your current position: (1,1), you have to reach (0,1).",up
5763,"Your current position: (1,1), you have to reach (3,0).",down
5764,"Your current position: (2,1), you have to reach (3,0).",left
5765,"Your current position: (2,0), you have to reach (3,0).",down
5766,"Your current position: (3,2), you have to reach (1,2).",up
5767,"Your current position: (2,2), you have to reach (1,2).",up
5768,"Your current position: (1,3), you have to reach (0,2).",left
5769,"Your current position: (1,2), you have to reach (0,2).",up
5770,"Your current position: (3,2), you have to reach (0,3).",up
5771,"Your current position: (2,2), you have to reach (0,3).",up
5772,"Your current position: (1,2), you have to reach (0,3).",right
5773,"Your current position: (1,3), you have to reach (0,3).",up
5774,"Your current position: (0,3), you have to reach (2,1).",left
5775,"Your current position: (0,2), you have to reach (2,1).",down
5776,"Your current position: (1,2), you have to reach (2,1).",left
5777,"Your current position: (1,1), you have to reach (2,1).",down
5778,"Your current position: (3,1), you have to reach (0,2).",up
5779,"Your current position: (2,1), you have to reach (0,2).",up
5780,"Your current position: (1,1), you have to reach (0,2).",right
5781,"Your current position: (1,2), you have to reach (0,2).",up
5782,"Your current position: (0,3), you have to reach (3,1).",down
5783,"Your current position: (1,3), you have to reach (3,1).",left
5784,"Your current position: (1,2), you have to reach (3,1).",down
5785,"Your current position: (2,2), you have to reach (3,1).",left
5786,"Your current position: (2,1), you have to reach (3,1).",down
5787,"Your current position: (1,0), you have to reach (1,2).",right
5788,"Your current position: (1,1), you have to reach (1,2).",right
5789,"Your current position: (0,3), you have to reach (0,1).",left
5790,"Your current position: (0,2), you have to reach (0,1).",left
5791,"Your current position: (0,3), you have to reach (3,0).",left
5792,"Your current position: (0,2), you have to reach (3,0).",down
5793,"Your current position: (1,2), you have to reach (3,0).",left
5794,"Your current position: (1,1), you have to reach (3,0).",down
5795,"Your current position: (2,1), you have to reach (3,0).",left
5796,"Your current position: (2,0), you have to reach (3,0).",down
5797,"Your current position: (1,3), you have to reach (0,2).",left
